13,158,53,1,0,0,0
14,149,44,1,0,0,0
14,162,50,1,0,0,0
14,161,53,1,0,0,0
14,170,53,1,0,0,0
14,180,64,1,0,0,0
14,168,68,1,0,0,0
14,172,72,1,0,0,0
15,156,47,1,0,1,0
15,160,49,1,0,0,0
15,160,52,1,0,0,0
15,164,54,1,0,0,0
15,170,55,1,0,0,0
15,162,56,0,0,0,0
15,175,57,0,0,0,0
15,165,58,1,0,0,0
15,175,58,1,0,0,0
15,153,60,1,0,0,0
15,165,60,0,0,0,0
15,167,60,1,0,0,0
15,172,60,1,0,0,0
15,168,63,1,0,0,0
15,172,64,1,1,0,0
15,173,65,0,0,0,0
15,178,65,1,0,0,0
15,184,67,1,0,0,0
15,180,68,1,0,0,0
15,175,70,0,0,0,0
15,180,70,1,0,0,0
16,147,36,1,0,0,0
16,155,43,1,0,0,0
16,155,45,0,0,0,0
16,170,45,1,0,0,0
16,157,47,1,0,0,0
16,154,49,1,0,0,0
16,165,49,1,0,0,0
16,160,50,1,0,0,0
16,165,50,1,0,0,0
16,163,52,1,0,0,0
16,168,52,1,0,0,0
16,155,53,1,0,0,0
16,163,53,1,0,0,0
16,164,54,1,0,0,0
16,165,54,1,0,0,0
16,168,54,1,0,0,0
16,168,54,1,0,0,0
16,175,54,1,0,0,0
16,162,55,1,0,0,0
16,170,55,1,0,0,0
16,165,56,1,0,0,0
16,168,56,1,0,0,0
16,175,56,0,0,0,0
16,159,58,1,0,0,0
16,163,60,1,0,0,0
16,170,60,1,0,0,0
16,171,60,1,0,0,0
16,173,60,1,0,0,0
16,165,61,1,0,0,0
16,165,61,1,0,0,0
16,168,61,1,1,0,0
16,166,62,0,0,0,0
16,170,62,1,0,0,0
16,184,62,1,0,0,0
16,177,63,1,0,0,0
16,172,64,1,2,0,0
16,175,66,1,0,0,0
16,167,68,1,0,0,0
16,170,68,0,0,0,0
16,183,70,0,0,0,0
16,182,71,1,0,0,0
16,184,72,0,0,0,0
16,188,73,0,0,0,0
17,160,42,0,1,0,0
17,155,43,1,0,0,0
17,142,47,1,0,0,0
17,160,50,1,0,0,0
17,161,50,1,0,0,0
17,162,51,0,0,0,0
17,157,52,1,0,0,0
17,160,52,1,0,0,0
17,170,53,1,0,0,0
17,163,54,1,0,0,0
17,169,54,1,0,0,0
17,171,54,1,0,0,0
17,158,55,1,0,0,0
17,166,55,0,0,0,0
17,167,55,1,0,0,0
17,167,56,1,0,0,0
17,171,56,1,0,0,0
17,174,57,1,0,0,0
17,168,58,1,0,0,0
17,170,58,1,0,0,0
17,175,58,1,0,0,0
17,176,58,1,0,0,0
17,158,59,1,0,0,0
17,162,60,1,0,0,0
17,163,60,1,0,0,0
17,165,60,1,0,0,0
17,170,60,1,0,0,0
17,171,60,1,0,0,0
17,172,60,0,0,0,0
17,175,60,1,0,0,0
17,177,60,1,0,0,0
17,169,61,1,0,0,0
17,174,61,1,0,0,1
17,178,61,0,0,0,0
17,179,61,1,0,0,0
17,170,62,0,0,0,0
17,174,62,1,0,0,0
17,169,63,1,0,0,0
17,171,63,0,0,0,0
17,174,63,1,0,0,0
17,174,63,1,0,0,0
17,182,64,1,0,0,0
17,166,65,0,0,0,0
17,171,65,1,0,0,0
17,167,66,1,0,0,0
17,188,66,0,0,0,0
17,167,67,1,0,0,0
17,182,67,1,0,0,0
17,175,68,0,0,0,1
17,175,68,1,0,0,0
17,177,68,0,0,0,0
17,179,69,0,0,0,0
17,170,70,0,0,0,0
17,175,70,1,0,0,0
17,180,70,1,0,0,0
17,168,71,1,0,0,0
17,185,71,0,0,0,0
17,170,72,1,0,0,0
17,178,73,1,0,0,1
17,183,73,0,0,0,0
17,183,73,0,0,0,0
17,176,74,1,0,0,0
17,160,75,1,0,0,0
17,185,75,1,2,0,1
17,180,76,0,0,0,0
17,176,78,0,0,0,0
17,184,79,0,0,0,0
17,188,79,0,0,0,0
17,178,80,1,0,0,0
17,182,80,1,0,0,0
17,183,80,0,0,0,0
17,185,80,0,0,0,1
17,185,85,0,0,0,0
17,187,87,0,0,0,0
17,190,92,0,0,0,0
18,158,40,1,0,0,0
18,157,42,1,0,0,0
18,156,45,1,0,0,0
18,157,45,1,0,0,0
18,160,46,1,0,0,0
18,161,47,1,0,0,0
18,163,48,1,0,0,0
18,163,49,1,0,0,0
18,148,50,1,0,0,0
18,154,50,1,0,0,0
18,157,50,1,0,0,0
18,160,50,0,0,0,0
18,167,50,1,0,0,0
18,160,51,1,0,0,0
18,152,52,1,0,0,0
18,162,52,1,0,0,0
18,162,52,1,0,0,0
18,163,52,1,0,0,0
18,163,52,1,0,0,0
18,163,52,1,0,0,0
18,165,52,1,0,0,0
18,157,53,1,0,0,0
18,170,53,1,0,0,0
18,164,54,1,0,0,0
18,164,54,1,0,0,0
18,165,54,1,0,0,0
18,167,54,1,0,0,0
18,167,54,1,0,0,0
18,173,54,0,0,0,0
18,153,55,0,0,0,0
18,160,55,1,0,0,0
18,165,55,0,0,1,0
18,165,55,1,0,0,1
18,167,55,1,0,0,0
18,170,55,1,0,0,0
18,170,55,1,0,0,0
18,156,56,0,0,0,1
18,159,56,1,0,0,0
18,160,56,0,0,0,0
18,162,56,0,0,0,0
18,164,56,1,0,0,0
18,165,56,1,0,0,0
18,165,56,1,0,0,0
18,166,56,1,0,0,0
18,167,56,1,0,0,0
18,155,57,1,0,0,0
18,161,57,1,0,0,0
18,163,57,1,0,0,0
18,166,57,1,0,0,0
18,168,57,1,0,0,0
18,170,57,0,0,0,0
18,171,57,1,0,0,0
18,177,57,1,0,0,0
18,159,58,1,0,0,0
18,163,58,1,0,0,0
18,163,58,1,0,0,0
18,165,58,1,0,0,0
18,168,58,0,0,0,0
18,168,58,0,0,0,0
18,170,58,1,0,0,0
18,171,58,1,0,0,0
18,175,58,0,0,0,0
18,179,58,1,0,0,0
18,161,59,1,0,0,0
18,163,59,1,0,0,0
18,163,59,1,0,0,0
18,172,59,1,0,0,0
18,172,59,1,0,0,0
18,179,59,1,0,0,0
18,160,60,0,0,0,0
18,166,60,1,0,1,0
18,168,60,1,0,0,0
18,168,60,1,0,0,0
18,170,60,1,0,0,0
18,170,60,1,0,0,0
18,173,60,1,0,0,0
18,173,60,1,0,0,0
18,173,60,0,0,0,0
18,179,60,0,0,0,0
18,159,61,0,0,0,0
18,164,61,1,0,0,1
18,168,61,1,0,0,0
18,174,61,1,0,0,0
18,167,62,1,0,0,0
18,169,62,1,0,0,0
18,171,62,1,0,0,0
18,172,62,1,0,0,0
18,173,62,1,0,0,0
18,172,63,0,0,0,0
18,174,63,1,0,0,0
18,178,63,1,0,0,0
18,179,63,1,0,0,0
18,170,64,1,0,0,0
18,170,64,1,0,0,0
18,172,64,1,0,0,0
18,176,64,1,0,0,0
18,164,65,1,0,0,0
18,166,65,1,0,0,0
18,167,65,0,0,0,0
18,170,65,0,0,0,0
18,172,65,0,0,0,0
18,175,65,0,0,0,0
18,175,65,0,0,0,0
18,175,65,0,0,0,0
18,179,65,1,0,0,0
18,180,65,1,0,0,0
18,180,65,1,0,0,0
